caseId,term,dateDecision,issue,issueArea,category,mappingStatus,sourceRelease,sourceRowSha256
1957-035,1957,1/13/1958,10090,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,157be43e200025ff0bfcb134f0e1b2cb0896eae7564d8617023d8333df8954b8
1957-036,1957,1/20/1958,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,e42905a6832b380856b2156c36520484662c89b4b0dc35312c90d9c95386d100
1957-037,1957,1/20/1958,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,353ab71fe2dab5ecd49950fb4337811d3792cf3dbb625305616cdbf83102d3aa
1957-038,1957,1/13/1958,90150,9,OTHER,residual-area,SCDB_2025_01,18c44b84f3da47cbf641983f1b22e3c4f4a147f83e8bb7721e42de13d7d749d5
1957-039,1957,1/13/1958,80110,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,cdbb39a2a8b95336e093ee0c88926716dc906005214ccc1925d29d38685cea64
1957-040,1957,1/20/1958,80300,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,5f6dee913e4151c8b2554d4357ad83f7c0ff663a60d259f1d0558782e06eb352
1957-041,1957,1/20/1958,10020,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,e9dd8a4394a0607ea9d6e71c81a304e1f4354cd937fe5c57740d1d869d4932a9
1957-042,1957,1/20/1958,10020,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,5dd12840436b8fcdefe9ef81644e77a8b02eecae96a1d41f782dfcc5cc2277e1
1957-043,1957,1/27/1958,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,c74efbf166418353d125941bb17b65885a519ac7e979630d8d72b9cda456d961
1957-044,1957,1/27/1958,90120,9,ADMINISTRATIVE_STATE,explicit-issue,SCDB_2025_01,24ecca044babb7640264f2e834b3481456ce21afc071bdc987012990b9f16788
1957-045,1957,1/27/1958,80220,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,e126325edf6268a878c296183686a2ebcd7e8060222551b64654378aa183af50
1957-046,1957,1/27/1958,80040,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,49f92d177555dc6eb58c46a59297b3169ec0c514c166522c4a62fd130a233f94
1957-047,1957,2/3/1958,80070,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,05ba1146cfb4fed46d491633a239431506443ae140ab8427790b900b25c77b17
1957-048,1957,2/3/1958,70100,7,OTHER,residual-area,SCDB_2025_01,4e768a20e3cb83160bceedd57b26c81ac9a38c1ac87e64bdc8adaf5d4389a407
1957-049,1957,2/3/1958,90120,9,ADMINISTRATIVE_STATE,explicit-issue,SCDB_2025_01,c5183af92a0e6d820cf9d0e2b18ae2489e07e8cb3a18d1684209db44135182f2
1957-050,1957,3/3/1958,80100,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,9eee775c99fe2c6f441c083e615f1b320f527cf189020d6821d24f05eb6ad56e
1957-051,1957,3/3/1958,80100,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,27b468362fcdcb6f345eb455a669165f45f74d9c5613e0dee8dd42a5f17630ae
1957-052,1957,3/3/1958,80100,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,8b2764cd42e067db476224cf893c9e7d4311e1af37c2bca82b9b19177b59198d
1957-053,1957,3/3/1958,100050,10,FEDERALISM,issue-area,SCDB_2025_01,67944da13042f9bab623b36c49660c7ab66425e8e97872cf2dcf21fc6c990f89
1957-054,1957,3/3/1958,90120,9,ADMINISTRATIVE_STATE,explicit-issue,SCDB_2025_01,5bdeb4b0e9bae98354e710042ff8cb0b9937554ebe84a9ec6a6ad63544d18607
1957-055,1957,3/3/1958,80040,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,62c9eddcdd829aa0abfef96826c9487c12acff2d48aede4693d0ec64fefd890b
1957-056,1957,3/3/1958,10420,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,23e1c92783a245da30522bbc1d1259febdd2339ba5c2252423f40d1c8fce38ed
1957-057,1957,3/3/1958,20240,2,EQUALITY,issue-area,SCDB_2025_01,b3ac8e4a3cb9f201329d3a8aa71e933567254f4eaf06652b6cc902fa975bbefc
1957-058,1957,3/3/1958,60010,6,OTHER,residual-area,SCDB_2025_01,42c63946e2de385dbb82123fd485209104eb8d0e066dcdfc6d0d70cc79ab4e3b
1957-059,1957,3/3/1958,10360,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,6e76ff574f2b22e52af2c4cbf5dc9c7bfde3b95ef629bfa9cf363a05ded529b5
1957-060,1957,3/3/1958,90180,9,OTHER,residual-area,SCDB_2025_01,d094bc4844bfe16abbded8cc85e2c33d209a92c96700edb30aad007d8bbf1560
1957-061,1957,3/3/1958,90130,9,OTHER,residual-area,SCDB_2025_01,1f96531c88ccdec9c3ec6cb4298cdd1850b56d2ac590e8e453654bb3f85f5fd5
1957-062,1957,3/10/1958,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,816924e09f019705efe46013f9cfa11b0b3124d3234890de1c07d44f98624af6
1957-063,1957,3/17/1958,120010,12,OTHER,residual-area,SCDB_2025_01,4fb414877ef67c200589c95c3ede104c8363fc3fcbe56560fb5b59d6fc83eca2
1957-064,1957,3/17/1958,120010,12,OTHER,residual-area,SCDB_2025_01,a8ce381b7ca052b1b17b44e46621d6eda720522a6f647a6c88f09c08623e709c
1957-065,1957,3/17/1958,120010,12,OTHER,residual-area,SCDB_2025_01,d53b478d08f3166c561414c4948baf207d206e2d1c65120e148b7a69eb90c904
1957-066,1957,3/17/1958,80040,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,81bbd949305f1e4c94a32950dfc22a9b65cc823dd99bc54717a8b64ac9fd06b3
1957-067,1957,3/10/1958,80100,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,8fbae68758fb76743ae68b4ab39500fffa86ef390293e1a75b6520163dd85ae5
1957-068,1957,3/10/1958,20240,2,EQUALITY,issue-area,SCDB_2025_01,78ef214227f7ee47d9acb965983fd2a1314f7f8033f3886911d36d7cadea90c8
1957-069,1957,3/17/1958,80190,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,079417508e0e9c18f7c3bee4c2a96050c2d2e0fd67f193d5982c257a8b9ccb2b
1957-070,1957,3/31/1958,10090,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,786a69440d64bf6854d0ce189b9e80a8ec33fc53010c938f191a2c9f1120db7e
1957-071,1957,3/31/1958,20280,2,EQUALITY,issue-area,SCDB_2025_01,9f7152f449fd00f19dc9922c88a35a643a3ce516216f8dc0baed2d6808a19981
1957-072,1957,3/31/1958,20280,2,EQUALITY,issue-area,SCDB_2025_01,011fc1c54e1e136af8fd181116b72bd4ca3c80d4ab59f7e0eb57b7f630817064
1957-073,1957,3/31/1958,20280,2,EQUALITY,issue-area,SCDB_2025_01,1e514e360800eccd112fd60ce9e2ccb372d621600eefef117ee4f0fc50b48524
1957-074,1957,3/31/1958,10080,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,a5a620bffb1a8cb63d3014f83456781c65bff1db9898126bd61c1210b950272f
1957-075,1957,4/7/1958,90110,9,OTHER,residual-area,SCDB_2025_01,9f9f8d33213904885375625ad7df2e0448b0e29893d62aca0d850ea47f0ad38c
1957-076,1957,4/7/1958,80040,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,4076b1daa886e5f04da120dcbe9af1821f7e1627663636803da6042c4d422b7b
1957-077,1957,4/7/1958,20280,2,EQUALITY,issue-area,SCDB_2025_01,c9f1d41dae9793155f191ebc92f8a679cad71407de134212e0983919665f69e5
1957-078,1957,4/14/1958,120010,12,OTHER,residual-area,SCDB_2025_01,c85a3d6573cb2e6abb38cbbfb3aa6af37c55499da43fca4006a1b580ae6ea493
1957-079,1957,4/14/1958,20110,2,EQUALITY,issue-area,SCDB_2025_01,fdfd9672b899c0d89dc4cd891e9e47aeaee27e09436386cafbcfbf0cd7f6e65f
1957-080,1957,4/14/1958,80040,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,f39255dff2476a75a0e6612fa6f705a9140ffa0448ff5daf0c07f8c07435667e
1957-081,1957,4/28/1958,120020,12,OTHER,residual-area,SCDB_2025_01,66764a78052eddab5f23d6ed156d70e139fe1cbf4fb57bb07786b840e36a59e4
1957-082,1957,4/28/1958,80010,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,f401784809d2e54ffe2b10414bb151129de93068915240bb260bcb8019bfc1e3
1957-083,1957,4/28/1958,90250,9,OTHER,residual-area,SCDB_2025_01,1163bbc45d82a9858c933ff993561150e5898a153c7c3ee4c9050a4a75ef3010
1957-084,1957,4/28/1958,80050,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,be292f010f7e69a0cec59e46b1ff11186e2a8f89c6d3c278947660f1062a1540
1957-085,1957,4/28/1958,80070,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,4ffdcb3118be1436f6b4510e70c15f2e4c08cf981b5566f1b0b3e2c5d6f04fed
1957-086,1957,4/28/1958,90480,9,OTHER,residual-area,SCDB_2025_01,5011f2189f8ab6220c4016703f699cf482c0d8bab046169c5c2a2c67be993c64
1957-087,1957,5/5/1958,70070,7,OTHER,residual-area,SCDB_2025_01,cd8910a6449d99b232adcc9901fc00e97d0b7778e6722d3dceafd9c2807b1ee0
1957-088,1957,5/5/1958,10080,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,597063b9991e9bfe0f0600cff1eaa7b9bd7566377243eabdb60985dad5c3fe74
1957-089,1957,5/19/1958,10300,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,fa6afdc548d8fdf88f055b30ec0adcefb371c83950f37218239596521b4b6c8c
1957-090,1957,5/19/1958,10300,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,470f513f48c16c642db5404d0799e668b352c872ab450a6a590699e77ad56b52
1957-091,1957,5/19/1958,10010,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,a1ba5b6286f1eef669e82c0c554f6a6e6a249406b134aee676824585dfc6b0ac
1957-092,1957,5/19/1958,10480,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,934ec21419103ec60bc473a1a6a03b628fd361071dc9212c42ac8eed7d10a522
1957-093,1957,5/19/1958,80240,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,6aea6c1bdf3a5eb4502f3628e8b9a6ddfb2fa7ab0aab6951a5f23547d588fed8
1957-094,1957,5/19/1958,80240,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,0f039f5f2aad1d2590ea58a88e0987eb77d266dab0825f96396827d1abaf4f80
1957-095,1957,5/19/1958,10170,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,db7b00f2964cd3c5b6a6f49ffa69af82b9cd7910c2380a65275c0e9c9dba0045
1957-096,1957,5/19/1958,80230,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,8151fa3e6b70a5da056c614643fd7dd02211873e9910c841ca10011b381b2a62
1957-097,1957,5/19/1958,80040,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,6eb68e174727a802cdab6b43b063b42662990c41acaa6f186dd9f9bb3b23b8c2
1957-098,1957,5/19/1958,10010,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,0be02bb7cae01438f28bc854838b7d87e0d54509ab61d27b2c458d7d99d7a8af
1957-099,1957,5/19/1958,10170,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,d65e1ab32f0b9ac906db16b3a18025bed4e86b51b668f1688aebea92cf04e148
1957-100,1957,5/19/1958,30050,3,SPEECH,issue-area,SCDB_2025_01,baf3fc974c23d00c833eabe1371cdd62085957d48d63e86ff2d80e45f72ccd8e
1957-101,1957,5/26/1958,20040,2,EQUALITY,issue-area,SCDB_2025_01,bc9485df4b793b6aa4bbde280ddf367d1ea91a3176d5a002cb3c5ffffef24adb
1957-102,1957,5/26/1958,80350,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,6cf2d1e2941787ba1816f383679ac31cb19db6db41aa3f7c7d781e9b47739896
1957-103,1957,5/26/1958,80350,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,5036406b7c389ec53c96e9370ddd3ed769d1e1a61ea3387c4b5ae44b586dde60
1957-104,1957,5/26/1958,90390,9,OTHER,residual-area,SCDB_2025_01,65870ebdd5912e599bb17334c3ea33d44cf3d2fec74e39f72d0dc52697d79189
1957-105,1957,5/26/1958,100020,10,FEDERALISM,issue-area,SCDB_2025_01,1f38e3084674511ca9f94b1e526108925f0cee033a27fc974aa4d7d96208b40c
1957-106,1957,5/26/1958,100020,10,FEDERALISM,issue-area,SCDB_2025_01,24a7f3df9f4ab88a7c1de2e63a2fffb47bf7bc525c8ef02d35e30fb36a98fc14
1957-107,1957,5/26/1958,20280,2,EQUALITY,issue-area,SCDB_2025_01,80cb280eefa3456b6865abe7bcae858abd12f9a702e9aac4bc214b2227155462
1957-108,1957,5/26/1958,20280,2,EQUALITY,issue-area,SCDB_2025_01,37765825bcaa57d5114d9eaf624bd5484732c71918c2f8e9496c282619b4517c
1957-109,1957,5/26/1958,10280,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,568dabeb4202bf1a78d8f7444ec326b85adf265c9465d3e4df8afb2635b30dfe
1957-110,1957,6/2/1958,90110,9,OTHER,residual-area,SCDB_2025_01,327ad59850f60e8d9ebafca3993ebf56c19bd5c4a0ae852f8d57df9b29cf0329
1957-111,1957,6/2/1958,20110,2,EQUALITY,issue-area,SCDB_2025_01,c136b1d4fbe3f08d60fc6bcb5d4bb4eb1f10623c557ae35b28fae9b503ab4525
1957-112,1957,6/9/1958,90120,9,ADMINISTRATIVE_STATE,explicit-issue,SCDB_2025_01,6614bacb2dc3159a87de303b2ddf143851f9bac43f301f7b04ba6ec2cadcf9ee
1957-113,1957,6/9/1958,90120,9,ADMINISTRATIVE_STATE,explicit-issue,SCDB_2025_01,5dde39e408021654db1381fe2fec75978aa4b0355215f58af8570ce28ba7ba23
1957-114,1957,6/9/1958,40070,4,OTHER,residual-area,SCDB_2025_01,fdeb861a286a2eb0631f4256148dfe33b546874c483a361a59298189c0832b71
1957-115,1957,6/9/1958,120010,12,OTHER,residual-area,SCDB_2025_01,667c1cdb2e591a15cc853f5cc9d49cc07f9034da29d6611116fe98d230b6c940
1957-116,1957,6/9/1958,120010,12,OTHER,residual-area,SCDB_2025_01,803122d19446d3453dc6e6d9169b9f5aefa7bfc7655fe74fba4294be9d30d330
1957-117,1957,6/9/1958,120010,12,OTHER,residual-area,SCDB_2025_01,963eccf9ea089a8c7adc661197b718503a5556fd861e75518f001884bf62cb62
1957-118,1957,6/16/1958,120010,12,OTHER,residual-area,SCDB_2025_01,77c16b781dac7e14c5f5ff000e03bcd7c46dedc9601af26ded6c0d0ed5c1d726
1957-119,1957,6/16/1958,100100,10,FEDERALISM,issue-area,SCDB_2025_01,c869e47247935cca7b0180cb3452363e42712df52f2d4bdd15ff7e50dc4fc4bd
1957-120,1957,6/16/1958,70150,7,OTHER,residual-area,SCDB_2025_01,a5cb1c6af37a3bf7b1233031cc15fcf77268c0d4d18612875abaef05898b0777
1957-121,1957,6/16/1958,30060,3,SPEECH,issue-area,SCDB_2025_01,1e675ee945fd127897ef3cb881f823855a780737bb919660eca2ac5cdc51bf72
1957-122,1957,6/16/1958,30060,3,SPEECH,issue-area,SCDB_2025_01,441d53f1b8ebe911eef7b65e7cdd65b2de34370ec56cfff7872872af0daa8580
1957-123,1957,6/16/1958,40070,4,OTHER,residual-area,SCDB_2025_01,c43cfca2a38cbaf5df962873a78d806dd8b9224842c1fce2404417a73983fbee
1957-124,1957,6/16/1958,20110,2,EQUALITY,issue-area,SCDB_2025_01,827360d56585c3ad2367d4d2c263e6dcd92a3d8f8ad4197ef789886371de38f5
1957-125,1957,6/16/1958,20110,2,EQUALITY,issue-area,SCDB_2025_01,bf881e87fa5582cfb891fc4addecef6ac3b54c8f108efab85520ff7404a0de10
1957-126,1957,6/16/1958,90110,9,OTHER,residual-area,SCDB_2025_01,029db4288a3b34c9401009cbf74abdd3813efbf9c3c977b99e92c3498765eaf6
1957-127,1957,6/16/1958,20370,2,EQUALITY,issue-area,SCDB_2025_01,6cf7ad3d04d04ebbb0b6fe04c916b599ad34a33469720cbeabda818942216b0f
1957-128,1957,6/23/1958,80050,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,a6e275391d562606aa3d69fbcd38989c9bd5b43cf1446f69ae375c532a7a6879
1957-129,1957,6/23/1958,40060,4,OTHER,residual-area,SCDB_2025_01,505cd3e3627a6f3805a73db2c40d5c1903ee3bd2add85e973b0e129d355b1541
1957-130,1957,6/23/1958,20250,2,EQUALITY,issue-area,SCDB_2025_01,b8e26163b54cb9ef295589b860fee22389196ac2c567a8fc485d405ffcf10464
1957-131,1957,6/23/1958,40070,4,OTHER,residual-area,SCDB_2025_01,e142107c440460d0a73be34d597a8d2d749e7e0a7d35d08310b51011822b5685
1957-132,1957,6/23/1958,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,5bca7b6066ab35e33cbb1299bf1f67815bff7965186ebe62eab013074f0ad5a1
1957-133,1957,6/23/1958,100100,10,FEDERALISM,issue-area,SCDB_2025_01,8923b1d4aaa0846ce1004c1e411dcc9040ee1537e69568fa713688e9d9e62c9f
1957-134,1957,6/16/1958,90150,9,OTHER,residual-area,SCDB_2025_01,ef5d9d13f085261546cd9c1672e7c91035a8cddc849ce1055f508e5e20a7e198
1957-135,1957,6/23/1958,70150,7,OTHER,residual-area,SCDB_2025_01,ee4fb5a8e61b85d9805d89ce6beb8f20ba50a3e41119263ec9651c481c5a33c1
1957-136,1957,6/30/1958,80060,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,794ec24043b95c0e6a2ae350b073d272728924cf66507555083b41be1e24779a
1957-137,1957,6/30/1958,70090,7,OTHER,residual-area,SCDB_2025_01,7b70977bf7fb49ccbe53007a8e334f7b6bbe2121dfa8f01f6d403bedd9dd4ac7
1957-138,1957,6/30/1958,10090,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,081d8b569193cf4590207a428122b5a0724207fb1d77aa2f2dc0d0c852b77296
1957-139,1957,6/30/1958,10170,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,2a0c4e791c52e0120b7b000cfad00a885ef93288301c75b85fbcc163c644d9b0
1957-140,1957,6/30/1958,30120,3,SPEECH,issue-area,SCDB_2025_01,e541ecbc8b7f5c93d4aada2199e5430b946ba6131f71cc0eba3a6ed1cdfb1371
1957-141,1957,6/30/1958,30120,3,SPEECH,issue-area,SCDB_2025_01,b882566acf5369bc627b6e10693913eb9876c31213020994a64b356c56f50945
1957-142,1957,6/30/1958,10010,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,00ddb798235814fd8157ea7fe7f4c1170901c3f462379e01cd3d42058276302d
1957-143,1957,6/30/1958,10010,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,1c65168cf45ffcd795165685c903623dabef9179e2981267f1383e4b27d3792d
1957-144,1957,6/30/1958,30070,3,SPEECH,issue-area,SCDB_2025_01,569429f59b94fbd61ed6fc21f983873add69dfcf4afb10dc39826a340b637dd2
1957-145,1957,6/30/1958,30070,3,SPEECH,issue-area,SCDB_2025_01,e6c135453c5b3927b395859c7284e73798f7858a7b48145b117527ea58a20365
1957-146,1957,6/30/1958,30010,3,SPEECH,issue-area,SCDB_2025_01,2c48e2ca81998d39723c04535205d7da5fa624758e8de3cd4ec84d08140e17cd
1957-147,1957,6/30/1958,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,984b00de517e4fd762208069b21992783311c83a36ae28c145643d9a282f4994
1957-148,1957,6/30/1958,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,b4c06b1b26ea85502d9a633cd9ab927ff9f9676f1a2728312a6238fee6db597a
1957-149,1957,6/30/1958,10010,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,2ef2aecf3ca23c02dee7ac7b2dac41a88dc2bbbf83ca7dad61c59e408ac7f67a
1957-150,1957,6/30/1958,10130,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,d120a66e97830ce630da68467e75ff12f8f30c7b9dda409900c90f8cbd5b3e3a
1957-151,1957,6/30/1958,80170,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,0e7c25c09f2dded7640b6a28a8472d5304ba8d592d51bfe20a2bf08284dd7b05
1957-152,1957,6/30/1958,20050,2,EQUALITY,issue-area,SCDB_2025_01,fcdcc420ba4c30c11d626a5c81db081fd76dae38cf1d22bcb7a4de89dfbe0a11
1957-153,1957,6/30/1958,30070,3,SPEECH,issue-area,SCDB_2025_01,a4614f29c2bdfd579976ee83e75e02202e5c2ef85dfa9c71cd15bb641a4e3665
1957-154,1957,6/30/1958,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,9291ed593c7a5af9bd0d26a53873fa00db1cfade4793cb8aab8bb41eb84fcd60
1957-155,1957,6/30/1958,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,f28bc48063eb1d18bdfa18581af0cce5a85b335a91ca8cd52a04157367472869
1958-001,1958,9/12/1958,20050,2,EQUALITY,issue-area,SCDB_2025_01,9cc7e817840160cef214cf53de4b5dfc3fd895cd86accd13a21eaa50c805947f
1958-002,1958,9/12/1958,20050,2,EQUALITY,issue-area,SCDB_2025_01,fa5ec8287cb3723844128c4f778d96cf0f07e7d1722cdcb46eebdfaa1d994326
1958-003,1958,10/13/1958,80040,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,f90b4044fb582ac4ff718e46e56f88d317ed751b724f0a7f2185174aa270f089
1958-004,1958,10/27/1958,80040,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,17081cb0f469554559c430ba944966f74fa50e6b65bcfcd20d5443c4a8f810a7
1958-005,1958,11/10/1958,120020,12,OTHER,residual-area,SCDB_2025_01,5d7d14f2fefed7585a06cd8e31e2bc7ed3959c38df57c9561507e52dcf648bf8
1958-006,1958,11/17/1958,80220,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,e40a00b5e54a54f48e7706495770e7d29066250d0fdd6d42ce624ef31476654b
1958-007,1958,10/20/1958,80140,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,b4c474ccf9d2496fd5e8086c8b99be37e9965bfe42cc45b938bf182ca08feb23
1958-008,1958,10/20/1958,80140,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,3abf6ac3329c94f569226a85334322313d37d1f9e5c20ff32fc851e7bba22f43
1958-009,1958,10/27/1958,80140,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,aad13bfe0cb6c69a5c8245b55694ff86bf825b8f5cc65e17c2041015902bbe42
1958-010,1958,11/10/1958,110020,11,FEDERALISM,issue-area,SCDB_2025_01,9537e05af2473a0b9225b6a17225dbe0b10df43454a2fb38dcb05f3d8a0bf164
1958-011,1958,11/10/1958,90150,9,OTHER,residual-area,SCDB_2025_01,1197b3e9d4adcabe934c1d16159a72ac79398fa11600914fda65e2400215975c
1958-012,1958,11/24/1958,10370,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,2a8d5b8fb6f91052aceb8c36e3a0030e0fb0ad5901962701e8736ffee27b1a7c
1958-013,1958,11/24/1958,80350,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,896402b65149447408429988641fb18279fb4bd7299aa5e906f79fbb4714b4ea
1958-014,1958,11/24/1958,90120,9,ADMINISTRATIVE_STATE,explicit-issue,SCDB_2025_01,1df2dfb9d45fcd7f42cc6fa6ad4a116c74bfac4231a79693cf93b202a8908f40
1958-015,1958,11/24/1958,20050,2,EQUALITY,issue-area,SCDB_2025_01,329364aa1fa80426558abf6eb558beca449330c884f9786b5a6900daffcc8bf6
1958-016,1958,12/8/1958,80310,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,d2b1107932b60be61cfabbbf24d7222061a0523a7db7cd96e92217cf57d56a3f
1958-017,1958,12/8/1958,80240,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,8406fcad01520fb9b09a24e39746c1de54da0c757889b51ecb26cefe435268bc
1958-018,1958,12/15/1958,80240,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,1d8a97c8471e87d6453348a4a6a89973def957f1c34f62c08313ce0f65733d7c
1958-019,1958,12/15/1958,30050,3,SPEECH,issue-area,SCDB_2025_01,93967e0fc2c7efb5143f3d1611acdd7cd3898cf7b5489a35f5171e8993a130ae
1958-020,1958,12/15/1958,90120,9,ADMINISTRATIVE_STATE,explicit-issue,SCDB_2025_01,9cb945817e5ae8f2ef04a2eeab7d664654bd38e235f416ba849c6c9cd65031ea
1958-021,1958,12/15/1958,10380,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,7cf89405f9bbc5ee3e350fc462dca0890bf1233123aa8d0e4bf5058aa709f3fb
1958-022,1958,12/15/1958,90120,9,ADMINISTRATIVE_STATE,explicit-issue,SCDB_2025_01,3fc33d0226c23cefed4777aff3a3b9f8212a2ee9c933eae57756b1ba04432e48
1958-023,1958,12/15/1958,20040,2,EQUALITY,issue-area,SCDB_2025_01,188e5a4f3f3295cc1f266f109d8aeef3d113b5b318162979228cc15c6db1d4c1
1958-024,1958,1/12/1959,70040,7,OTHER,residual-area,SCDB_2025_01,6b42cb154002ec83af4680a6d167ceaedee212e3ca52f4ee28b158401af3c595
1958-025,1958,1/12/1959,20160,2,EQUALITY,issue-area,SCDB_2025_01,71127776b6e7f7e7df51c300a30aefc4420addf1a4e84e4988f5f5bf68ebdaed
1958-026,1958,1/12/1959,80100,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,e3616a5f3afc52d28863109bf22ad1ad31ec095c893dcaf353e0b1b9f056e2a2
1958-027,1958,1/12/1959,20240,2,EQUALITY,issue-area,SCDB_2025_01,d66c791ec95a80795c9ace37196c1bc10ee0f332a578ec7286e7f37d17e8c0e7
1958-028,1958,1/12/1959,80020,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,70bb95b8ba841ed2b835dfd2db571360a5f73fe4eda540afe36de5bb2a85cbfb
1958-029,1958,1/12/1959,100020,10,FEDERALISM,issue-area,SCDB_2025_01,94e1f0a6dcbc60a093661bdb24efb1d5b32c543f74f2e4c6389edf8e378ee4f0
1958-030,1958,1/12/1959,80050,8,ADMINISTRATIVE_STATE,issue-area,SCDB_2025_01,0cbb3765c04732e527c46510486f687c3d661ff7a18cb539626f964a6dead8ca
1958-031,1958,1/12/1959,10010,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,bc2cc8bdd1d1c10872fd3a45f411fe4d3187a6c3c19d7033817d028400209b4b
1958-032,1958,1/19/1959,100030,10,FEDERALISM,issue-area,SCDB_2025_01,fb6bf36de7e9cd18a12575beabf815fd2d60df57fccbf0797c1699bd4902da17
1958-033,1958,1/26/1959,10050,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,5fa5f6b99e22e89119eab80791274e261dda43143aec8b6dc3f6d7992b7dc0e5
1958-034,1958,1/26/1959,10360,1,CRIMINAL_PROCEDURE,issue-area,SCDB_2025_01,d1d5fb51285fa81538ba16e1ac27106b103d390ad4f636a80c53670d5be3604d
