profile,context,responseVariant,scenario,weightDraws,leadershipCredit,leadershipShare
expanding-history,emergencyPressure-high,full-response,reasoned-emergency-review,1000,617.0,0.617
expanding-history,emergencyPressure-high,full-response,constitutional-council,1000,0.0,0.0
expanding-history,emergencyPressure-high,full-response,weak-form-review,1000,383.0,0.383
expanding-history,emergencyPressure-high,half-response,current-federal-court,1000,0.0,0.0
expanding-history,emergencyPressure-high,half-response,reasoned-emergency-review,1000,689.0,0.689
expanding-history,emergencyPressure-high,half-response,constitutional-council,1000,0.0,0.0
expanding-history,emergencyPressure-high,half-response,weak-form-half-response,1000,311.0,0.311
expanding-history,emergencyPressure-high,no-response,current-federal-court,1000,0.0,0.0
expanding-history,emergencyPressure-high,no-response,reasoned-emergency-review,1000,768.0,0.768
expanding-history,emergencyPressure-high,no-response,constitutional-council,1000,0.0,0.0
expanding-history,emergencyPressure-high,no-response,weak-form-no-response,1000,232.0,0.232
expanding-history,rightsThreatRate-low,full-response,current-federal-court,1000,0.0,0.0
expanding-history,rightsThreatRate-low,full-response,reasoned-emergency-review,1000,1.0,0.001
expanding-history,rightsThreatRate-low,full-response,constitutional-council,1000,0.0,0.0
expanding-history,rightsThreatRate-low,full-response,weak-form-review,1000,999.0,0.999
expanding-history,rightsThreatRate-low,half-response,current-federal-court,1000,0.0,0.0
expanding-history,rightsThreatRate-low,half-response,reasoned-emergency-review,1000,3.0,0.003
expanding-history,rightsThreatRate-low,half-response,constitutional-council,1000,0.0,0.0
expanding-history,rightsThreatRate-low,half-response,weak-form-half-response,1000,997.0,0.997
expanding-history,rightsThreatRate-low,no-response,current-federal-court,1000,0.0,0.0
expanding-history,rightsThreatRate-low,no-response,reasoned-emergency-review,1000,14.0,0.014
expanding-history,rightsThreatRate-low,no-response,constitutional-council,1000,0.0,0.0
expanding-history,rightsThreatRate-low,no-response,weak-form-no-response,1000,986.0,0.986
expanding-history,rightsThreatRate-high,full-response,current-federal-court,1000,0.0,0.0
expanding-history,rightsThreatRate-high,full-response,reasoned-emergency-review,1000,1.0,0.001
expanding-history,rightsThreatRate-high,full-response,constitutional-council,1000,0.0,0.0
expanding-history,rightsThreatRate-high,full-response,weak-form-review,1000,999.0,0.999
expanding-history,rightsThreatRate-high,half-response,current-federal-court,1000,0.0,0.0
expanding-history,rightsThreatRate-high,half-response,reasoned-emergency-review,1000,9.0,0.009
expanding-history,rightsThreatRate-high,half-response,constitutional-council,1000,0.0,0.0
expanding-history,rightsThreatRate-high,half-response,weak-form-half-response,1000,991.0,0.991
expanding-history,rightsThreatRate-high,no-response,current-federal-court,1000,0.0,0.0
expanding-history,rightsThreatRate-high,no-response,reasoned-emergency-review,1000,44.0,0.044
expanding-history,rightsThreatRate-high,no-response,constitutional-council,1000,1.0,0.001
expanding-history,rightsThreatRate-high,no-response,weak-form-no-response,1000,955.0,0.955
expanding-history,appointmentPolarization-low,full-response,current-federal-court,1000,0.0,0.0
expanding-history,appointmentPolarization-low,full-response,reasoned-emergency-review,1000,1.0,0.001
expanding-history,appointmentPolarization-low,full-response,constitutional-council,1000,0.0,0.0
expanding-history,appointmentPolarization-low,full-response,weak-form-review,1000,999.0,0.999
expanding-history,appointmentPolarization-low,half-response,current-federal-court,1000,0.0,0.0
expanding-history,appointmentPolarization-low,half-response,reasoned-emergency-review,1000,3.0,0.003
expanding-history,appointmentPolarization-low,half-response,constitutional-council,1000,0.0,0.0
expanding-history,appointmentPolarization-low,half-response,weak-form-half-response,1000,997.0,0.997
expanding-history,appointmentPolarization-low,no-response,current-federal-court,1000,0.0,0.0
expanding-history,appointmentPolarization-low,no-response,reasoned-emergency-review,1000,9.0,0.009
expanding-history,appointmentPolarization-low,no-response,constitutional-council,1000,1.0,0.001
expanding-history,appointmentPolarization-low,no-response,weak-form-no-response,1000,990.0,0.99
expanding-history,appointmentPolarization-high,full-response,current-federal-court,1000,0.0,0.0
expanding-history,appointmentPolarization-high,full-response,reasoned-emergency-review,1000,1.0,0.001
expanding-history,appointmentPolarization-high,full-response,constitutional-council,1000,0.0,0.0
expanding-history,appointmentPolarization-high,full-response,weak-form-review,1000,999.0,0.999
expanding-history,appointmentPolarization-high,half-response,current-federal-court,1000,0.0,0.0
expanding-history,appointmentPolarization-high,half-response,reasoned-emergency-review,1000,3.0,0.003
expanding-history,appointmentPolarization-high,half-response,constitutional-council,1000,0.0,0.0
expanding-history,appointmentPolarization-high,half-response,weak-form-half-response,1000,997.0,0.997
expanding-history,appointmentPolarization-high,no-response,current-federal-court,1000,0.0,0.0
expanding-history,appointmentPolarization-high,no-response,reasoned-emergency-review,1000,9.0,0.009
expanding-history,appointmentPolarization-high,no-response,constitutional-council,1000,1.0,0.001
expanding-history,appointmentPolarization-high,no-response,weak-form-no-response,1000,990.0,0.99
expanding-history,legislativeConflict-low,full-response,current-federal-court,1000,0.0,0.0
expanding-history,legislativeConflict-low,full-response,reasoned-emergency-review,1000,1.0,0.001
expanding-history,legislativeConflict-low,full-response,constitutional-council,1000,0.0,0.0
expanding-history,legislativeConflict-low,full-response,weak-form-review,1000,999.0,0.999
expanding-history,legislativeConflict-low,half-response,current-federal-court,1000,0.0,0.0
expanding-history,legislativeConflict-low,half-response,reasoned-emergency-review,1000,3.0,0.003
expanding-history,legislativeConflict-low,half-response,constitutional-council,1000,0.0,0.0
expanding-history,legislativeConflict-low,half-response,weak-form-half-response,1000,997.0,0.997
expanding-history,legislativeConflict-low,no-response,current-federal-court,1000,0.0,0.0
expanding-history,legislativeConflict-low,no-response,reasoned-emergency-review,1000,34.0,0.034
expanding-history,legislativeConflict-low,no-response,constitutional-council,1000,1.0,0.001
expanding-history,legislativeConflict-low,no-response,weak-form-no-response,1000,965.0,0.965
expanding-history,legislativeConflict-high,full-response,current-federal-court,1000,0.0,0.0
expanding-history,legislativeConflict-high,full-response,reasoned-emergency-review,1000,1.0,0.001
expanding-history,legislativeConflict-high,full-response,constitutional-council,1000,0.0,0.0
expanding-history,legislativeConflict-high,full-response,weak-form-review,1000,999.0,0.999
expanding-history,legislativeConflict-high,half-response,current-federal-court,1000,0.0,0.0
expanding-history,legislativeConflict-high,half-response,reasoned-emergency-review,1000,5.0,0.005
expanding-history,legislativeConflict-high,half-response,constitutional-council,1000,0.0,0.0
expanding-history,legislativeConflict-high,half-response,weak-form-half-response,1000,995.0,0.995
expanding-history,legislativeConflict-high,no-response,current-federal-court,1000,0.0,0.0
expanding-history,legislativeConflict-high,no-response,reasoned-emergency-review,1000,21.0,0.021
expanding-history,legislativeConflict-high,no-response,constitutional-council,1000,1.0,0.001
expanding-history,legislativeConflict-high,no-response,weak-form-no-response,1000,978.0,0.978
expanding-history,implementationCapacity-low,full-response,current-federal-court,1000,0.0,0.0
expanding-history,implementationCapacity-low,full-response,reasoned-emergency-review,1000,1.0,0.001
expanding-history,implementationCapacity-low,full-response,constitutional-council,1000,0.0,0.0
expanding-history,implementationCapacity-low,full-response,weak-form-review,1000,999.0,0.999
expanding-history,implementationCapacity-low,half-response,current-federal-court,1000,0.0,0.0
expanding-history,implementationCapacity-low,half-response,reasoned-emergency-review,1000,3.0,0.003
expanding-history,implementationCapacity-low,half-response,constitutional-council,1000,0.0,0.0
expanding-history,implementationCapacity-low,half-response,weak-form-half-response,1000,997.0,0.997
expanding-history,implementationCapacity-low,no-response,current-federal-court,1000,0.0,0.0
expanding-history,implementationCapacity-low,no-response,reasoned-emergency-review,1000,9.0,0.009
expanding-history,implementationCapacity-low,no-response,constitutional-council,1000,1.0,0.001
expanding-history,implementationCapacity-low,no-response,weak-form-no-response,1000,990.0,0.99
expanding-history,implementationCapacity-high,full-response,current-federal-court,1000,0.0,0.0
expanding-history,implementationCapacity-high,full-response,reasoned-emergency-review,1000,1.0,0.001
expanding-history,implementationCapacity-high,full-response,constitutional-council,1000,0.0,0.0
expanding-history,implementationCapacity-high,full-response,weak-form-review,1000,999.0,0.999
expanding-history,implementationCapacity-high,half-response,current-federal-court,1000,0.0,0.0
expanding-history,implementationCapacity-high,half-response,reasoned-emergency-review,1000,4.0,0.004
expanding-history,implementationCapacity-high,half-response,constitutional-council,1000,0.0,0.0
expanding-history,implementationCapacity-high,half-response,weak-form-half-response,1000,996.0,0.996
expanding-history,implementationCapacity-high,no-response,current-federal-court,1000,0.0,0.0
expanding-history,implementationCapacity-high,no-response,reasoned-emergency-review,1000,12.0,0.012
expanding-history,implementationCapacity-high,no-response,constitutional-council,1000,1.0,0.001
expanding-history,implementationCapacity-high,no-response,weak-form-no-response,1000,987.0,0.987
expanding-history,partyFragmentation-low,full-response,current-federal-court,1000,0.0,0.0
expanding-history,partyFragmentation-low,full-response,reasoned-emergency-review,1000,1.0,0.001
expanding-history,partyFragmentation-low,full-response,constitutional-council,1000,0.0,0.0
expanding-history,partyFragmentation-low,full-response,weak-form-review,1000,999.0,0.999
expanding-history,partyFragmentation-low,half-response,current-federal-court,1000,0.0,0.0
expanding-history,partyFragmentation-low,half-response,reasoned-emergency-review,1000,3.0,0.003
expanding-history,partyFragmentation-low,half-response,constitutional-council,1000,0.0,0.0
expanding-history,partyFragmentation-low,half-response,weak-form-half-response,1000,997.0,0.997
expanding-history,partyFragmentation-low,no-response,current-federal-court,1000,0.0,0.0
expanding-history,partyFragmentation-low,no-response,reasoned-emergency-review,1000,12.0,0.012
expanding-history,partyFragmentation-low,no-response,constitutional-council,1000,1.0,0.001
expanding-history,partyFragmentation-low,no-response,weak-form-no-response,1000,987.0,0.987
expanding-history,partyFragmentation-high,full-response,current-federal-court,1000,0.0,0.0
expanding-history,partyFragmentation-high,full-response,reasoned-emergency-review,1000,1.0,0.001
expanding-history,partyFragmentation-high,full-response,constitutional-council,1000,0.0,0.0
expanding-history,partyFragmentation-high,full-response,weak-form-review,1000,999.0,0.999
expanding-history,partyFragmentation-high,half-response,current-federal-court,1000,0.0,0.0
expanding-history,partyFragmentation-high,half-response,reasoned-emergency-review,1000,3.0,0.003
expanding-history,partyFragmentation-high,half-response,constitutional-council,1000,0.0,0.0
expanding-history,partyFragmentation-high,half-response,weak-form-half-response,1000,997.0,0.997
expanding-history,partyFragmentation-high,no-response,current-federal-court,1000,0.0,0.0
expanding-history,partyFragmentation-high,no-response,reasoned-emergency-review,1000,10.0,0.01
expanding-history,partyFragmentation-high,no-response,constitutional-council,1000,1.0,0.001
expanding-history,partyFragmentation-high,no-response,weak-form-no-response,1000,989.0,0.989
previous-term,baseline,full-response,current-federal-court,1000,0.0,0.0
previous-term,baseline,full-response,reasoned-emergency-review,1000,1.0,0.001
previous-term,baseline,full-response,constitutional-council,1000,0.0,0.0
previous-term,baseline,full-response,weak-form-review,1000,999.0,0.999
previous-term,baseline,half-response,current-federal-court,1000,0.0,0.0
previous-term,baseline,half-response,reasoned-emergency-review,1000,3.0,0.003
previous-term,baseline,half-response,constitutional-council,1000,0.0,0.0
previous-term,baseline,half-response,weak-form-half-response,1000,997.0,0.997
previous-term,baseline,no-response,current-federal-court,1000,0.0,0.0
previous-term,baseline,no-response,reasoned-emergency-review,1000,15.0,0.015
previous-term,baseline,no-response,constitutional-council,1000,2.0,0.002
previous-term,baseline,no-response,weak-form-no-response,1000,983.0,0.983
previous-term,emergencyPressure-low,full-response,current-federal-court,1000,0.0,0.0
previous-term,emergencyPressure-low,full-response,reasoned-emergency-review,1000,0.0,0.0
previous-term,emergencyPressure-low,full-response,constitutional-council,1000,0.0,0.0
previous-term,emergencyPressure-low,full-response,weak-form-review,1000,1000.0,1.0
previous-term,emergencyPressure-low,half-response,current-federal-court,1000,0.0,0.0
previous-term,emergencyPressure-low,half-response,reasoned-emergency-review,1000,0.0,0.0
previous-term,emergencyPressure-low,half-response,constitutional-council,1000,0.0,0.0
previous-term,emergencyPressure-low,half-response,weak-form-half-response,1000,1000.0,1.0
previous-term,emergencyPressure-low,no-response,current-federal-court,1000,0.0,0.0
previous-term,emergencyPressure-low,no-response,reasoned-emergency-review,1000,0.0,0.0
previous-term,emergencyPressure-low,no-response,constitutional-council,1000,2.0,0.002
previous-term,emergencyPressure-low,no-response,weak-form-no-response,1000,998.0,0.998
previous-term,emergencyPressure-high,full-response,current-federal-court,1000,0.0,0.0
previous-term,emergencyPressure-high,full-response,reasoned-emergency-review,1000,621.0,0.621
previous-term,emergencyPressure-high,full-response,constitutional-council,1000,0.0,0.0
previous-term,emergencyPressure-high,full-response,weak-form-review,1000,379.0,0.379
previous-term,emergencyPressure-high,half-response,current-federal-court,1000,0.0,0.0
previous-term,emergencyPressure-high,half-response,reasoned-emergency-review,1000,701.0,0.701
previous-term,emergencyPressure-high,half-response,constitutional-council,1000,0.0,0.0
previous-term,emergencyPressure-high,half-response,weak-form-half-response,1000,299.0,0.299
previous-term,emergencyPressure-high,no-response,current-federal-court,1000,0.0,0.0
previous-term,emergencyPressure-high,no-response,reasoned-emergency-review,1000,756.0,0.756
previous-term,emergencyPressure-high,no-response,constitutional-council,1000,0.0,0.0
previous-term,emergencyPressure-high,no-response,weak-form-no-response,1000,244.0,0.244
previous-term,rightsThreatRate-low,full-response,current-federal-court,1000,0.0,0.0
previous-term,rightsThreatRate-low,full-response,reasoned-emergency-review,1000,2.0,0.002
previous-term,rightsThreatRate-low,full-response,constitutional-council,1000,0.0,0.0
previous-term,rightsThreatRate-low,full-response,weak-form-review,1000,998.0,0.998
previous-term,rightsThreatRate-low,half-response,current-federal-court,1000,0.0,0.0
previous-term,rightsThreatRate-low,half-response,reasoned-emergency-review,1000,5.0,0.005
previous-term,rightsThreatRate-low,half-response,constitutional-council,1000,0.0,0.0
previous-term,rightsThreatRate-low,half-response,weak-form-half-response,1000,995.0,0.995
previous-term,rightsThreatRate-low,no-response,current-federal-court,1000,0.0,0.0
previous-term,rightsThreatRate-low,no-response,reasoned-emergency-review,1000,12.0,0.012
previous-term,rightsThreatRate-low,no-response,constitutional-council,1000,0.0,0.0
previous-term,rightsThreatRate-low,no-response,weak-form-no-response,1000,988.0,0.988
previous-term,rightsThreatRate-high,full-response,current-federal-court,1000,0.0,0.0
previous-term,rightsThreatRate-high,full-response,reasoned-emergency-review,1000,1.0,0.001
previous-term,rightsThreatRate-high,full-response,constitutional-council,1000,0.0,0.0
previous-term,rightsThreatRate-high,full-response,weak-form-review,1000,999.0,0.999
previous-term,rightsThreatRate-high,half-response,current-federal-court,1000,0.0,0.0
previous-term,rightsThreatRate-high,half-response,reasoned-emergency-review,1000,7.0,0.007
previous-term,rightsThreatRate-high,half-response,constitutional-council,1000,0.0,0.0
previous-term,rightsThreatRate-high,half-response,weak-form-half-response,1000,993.0,0.993
previous-term,rightsThreatRate-high,no-response,current-federal-court,1000,0.0,0.0
previous-term,rightsThreatRate-high,no-response,reasoned-emergency-review,1000,36.0,0.036
previous-term,rightsThreatRate-high,no-response,constitutional-council,1000,1.0,0.001
previous-term,rightsThreatRate-high,no-response,weak-form-no-response,1000,963.0,0.963
previous-term,appointmentPolarization-low,full-response,current-federal-court,1000,0.0,0.0
previous-term,appointmentPolarization-low,full-response,reasoned-emergency-review,1000,1.0,0.001
previous-term,appointmentPolarization-low,full-response,constitutional-council,1000,0.0,0.0
previous-term,appointmentPolarization-low,full-response,weak-form-review,1000,999.0,0.999
previous-term,appointmentPolarization-low,half-response,current-federal-court,1000,0.0,0.0
previous-term,appointmentPolarization-low,half-response,reasoned-emergency-review,1000,4.0,0.004
previous-term,appointmentPolarization-low,half-response,constitutional-council,1000,0.0,0.0
previous-term,appointmentPolarization-low,half-response,weak-form-half-response,1000,996.0,0.996
previous-term,appointmentPolarization-low,no-response,current-federal-court,1000,0.0,0.0
previous-term,appointmentPolarization-low,no-response,reasoned-emergency-review,1000,13.0,0.013
previous-term,appointmentPolarization-low,no-response,constitutional-council,1000,1.0,0.001
previous-term,appointmentPolarization-low,no-response,weak-form-no-response,1000,986.0,0.986
previous-term,appointmentPolarization-high,full-response,current-federal-court,1000,0.0,0.0
previous-term,appointmentPolarization-high,full-response,reasoned-emergency-review,1000,1.0,0.001
previous-term,appointmentPolarization-high,full-response,constitutional-council,1000,0.0,0.0
previous-term,appointmentPolarization-high,full-response,weak-form-review,1000,999.0,0.999
previous-term,appointmentPolarization-high,half-response,current-federal-court,1000,0.0,0.0
previous-term,appointmentPolarization-high,half-response,reasoned-emergency-review,1000,3.0,0.003
previous-term,appointmentPolarization-high,half-response,constitutional-council,1000,0.0,0.0
previous-term,appointmentPolarization-high,half-response,weak-form-half-response,1000,997.0,0.997
previous-term,appointmentPolarization-high,no-response,current-federal-court,1000,0.0,0.0
previous-term,appointmentPolarization-high,no-response,reasoned-emergency-review,1000,8.0,0.008
previous-term,appointmentPolarization-high,no-response,constitutional-council,1000,1.0,0.001
previous-term,appointmentPolarization-high,no-response,weak-form-no-response,1000,991.0,0.991
previous-term,legislativeConflict-low,full-response,current-federal-court,1000,0.0,0.0
previous-term,legislativeConflict-low,full-response,reasoned-emergency-review,1000,1.0,0.001
previous-term,legislativeConflict-low,full-response,constitutional-council,1000,0.0,0.0
previous-term,legislativeConflict-low,full-response,weak-form-review,1000,999.0,0.999
previous-term,legislativeConflict-low,half-response,current-federal-court,1000,0.0,0.0
previous-term,legislativeConflict-low,half-response,reasoned-emergency-review,1000,7.0,0.007
previous-term,legislativeConflict-low,half-response,constitutional-council,1000,0.0,0.0
previous-term,legislativeConflict-low,half-response,weak-form-half-response,1000,993.0,0.993
previous-term,legislativeConflict-low,no-response,current-federal-court,1000,0.0,0.0
previous-term,legislativeConflict-low,no-response,reasoned-emergency-review,1000,32.0,0.032
previous-term,legislativeConflict-low,no-response,constitutional-council,1000,0.0,0.0
previous-term,legislativeConflict-low,no-response,weak-form-no-response,1000,968.0,0.968
previous-term,legislativeConflict-high,full-response,current-federal-court,1000,0.0,0.0
previous-term,legislativeConflict-high,full-response,reasoned-emergency-review,1000,1.0,0.001
previous-term,legislativeConflict-high,full-response,constitutional-council,1000,0.0,0.0
previous-term,legislativeConflict-high,full-response,weak-form-review,1000,999.0,0.999
previous-term,legislativeConflict-high,half-response,current-federal-court,1000,0.0,0.0
previous-term,legislativeConflict-high,half-response,reasoned-emergency-review,1000,4.0,0.004
previous-term,legislativeConflict-high,half-response,constitutional-council,1000,0.0,0.0
previous-term,legislativeConflict-high,half-response,weak-form-half-response,1000,996.0,0.996
previous-term,legislativeConflict-high,no-response,current-federal-court,1000,0.0,0.0
previous-term,legislativeConflict-high,no-response,reasoned-emergency-review,1000,21.0,0.021
previous-term,legislativeConflict-high,no-response,constitutional-council,1000,1.0,0.001
previous-term,legislativeConflict-high,no-response,weak-form-no-response,1000,978.0,0.978
previous-term,implementationCapacity-low,full-response,current-federal-court,1000,0.0,0.0
previous-term,implementationCapacity-low,full-response,reasoned-emergency-review,1000,1.0,0.001
previous-term,implementationCapacity-low,full-response,constitutional-council,1000,0.0,0.0
previous-term,implementationCapacity-low,full-response,weak-form-review,1000,999.0,0.999
previous-term,implementationCapacity-low,half-response,current-federal-court,1000,0.0,0.0
previous-term,implementationCapacity-low,half-response,reasoned-emergency-review,1000,4.0,0.004
previous-term,implementationCapacity-low,half-response,constitutional-council,1000,0.0,0.0
previous-term,implementationCapacity-low,half-response,weak-form-half-response,1000,996.0,0.996
previous-term,implementationCapacity-low,no-response,current-federal-court,1000,0.0,0.0
previous-term,implementationCapacity-low,no-response,reasoned-emergency-review,1000,10.0,0.01
previous-term,implementationCapacity-low,no-response,constitutional-council,1000,2.0,0.002
previous-term,implementationCapacity-low,no-response,weak-form-no-response,1000,988.0,0.988
previous-term,implementationCapacity-high,full-response,current-federal-court,1000,0.0,0.0
previous-term,implementationCapacity-high,full-response,reasoned-emergency-review,1000,1.0,0.001
previous-term,implementationCapacity-high,full-response,constitutional-council,1000,0.0,0.0
previous-term,implementationCapacity-high,full-response,weak-form-review,1000,999.0,0.999
previous-term,implementationCapacity-high,half-response,current-federal-court,1000,0.0,0.0
previous-term,implementationCapacity-high,half-response,reasoned-emergency-review,1000,4.0,0.004
previous-term,implementationCapacity-high,half-response,constitutional-council,1000,0.0,0.0
previous-term,implementationCapacity-high,half-response,weak-form-half-response,1000,996.0,0.996
previous-term,implementationCapacity-high,no-response,current-federal-court,1000,0.0,0.0
previous-term,implementationCapacity-high,no-response,reasoned-emergency-review,1000,13.0,0.013
previous-term,implementationCapacity-high,no-response,constitutional-council,1000,2.0,0.002
previous-term,implementationCapacity-high,no-response,weak-form-no-response,1000,985.0,0.985
previous-term,partyFragmentation-low,full-response,current-federal-court,1000,0.0,0.0
previous-term,partyFragmentation-low,full-response,reasoned-emergency-review,1000,1.0,0.001
previous-term,partyFragmentation-low,full-response,constitutional-council,1000,0.0,0.0
previous-term,partyFragmentation-low,full-response,weak-form-review,1000,999.0,0.999
previous-term,partyFragmentation-low,half-response,current-federal-court,1000,0.0,0.0
previous-term,partyFragmentation-low,half-response,reasoned-emergency-review,1000,4.0,0.004
previous-term,partyFragmentation-low,half-response,constitutional-council,1000,0.0,0.0
previous-term,partyFragmentation-low,half-response,weak-form-half-response,1000,996.0,0.996
previous-term,partyFragmentation-low,no-response,current-federal-court,1000,0.0,0.0
previous-term,partyFragmentation-low,no-response,reasoned-emergency-review,1000,13.0,0.013
previous-term,partyFragmentation-low,no-response,constitutional-council,1000,2.0,0.002
previous-term,partyFragmentation-low,no-response,weak-form-no-response,1000,985.0,0.985
previous-term,partyFragmentation-high,full-response,current-federal-court,1000,0.0,0.0
previous-term,partyFragmentation-high,full-response,reasoned-emergency-review,1000,1.0,0.001
previous-term,partyFragmentation-high,full-response,constitutional-council,1000,0.0,0.0
previous-term,partyFragmentation-high,full-response,weak-form-review,1000,999.0,0.999
previous-term,partyFragmentation-high,half-response,current-federal-court,1000,0.0,0.0
previous-term,partyFragmentation-high,half-response,reasoned-emergency-review,1000,4.0,0.004
previous-term,partyFragmentation-high,half-response,constitutional-council,1000,0.0,0.0
previous-term,partyFragmentation-high,half-response,weak-form-half-response,1000,996.0,0.996
previous-term,partyFragmentation-high,no-response,current-federal-court,1000,0.0,0.0
previous-term,partyFragmentation-high,no-response,reasoned-emergency-review,1000,10.0,0.01
previous-term,partyFragmentation-high,no-response,constitutional-council,1000,2.0,0.002
previous-term,partyFragmentation-high,no-response,weak-form-no-response,1000,988.0,0.988
